Date,Close,High,Low,Open,Volume,simple_return,log_return,sma_20,ema_20,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower
2018-01-21,11600.099609375,12895.900390625,11288.2001953125,12889.2001953125,9935179776.0,-0.1007117159410849,-0.1061516239916154,14077.71494140625,13431.663513513078,27.94762667301525,-909.0933121750586,-633.3954378353042,-275.69787433975443,17962.78411881644,10192.64576399606
2018-01-22,10931.400390625,11966.400390625,10240.2001953125,11633.099609375,10537400320.0,-0.0576459893680196,-0.0593742675387651,13875.17998046875,13193.543216095166,29.660946739240245,-991.9166957817124,-705.0996894245858,-286.8170063571266,17977.973569303187,9772.386391634314
2018-01-23,10868.400390625,11377.599609375,10129.7001953125,10944.5,9660609536.0,-0.005763214020962,-0.0057798854236535,13658.55,12972.101042240865,31.192726105788154,-1050.5285581996704,-774.1854631796027,-276.3430950200677,17921.010400525123,9396.089599474875
2018-01-24,11359.400390625,11501.400390625,10639.7998046875,10903.400390625,9940989952.0,0.0451768413338482,0.044186097256436,13446.560009765624,12818.510503991736,31.969270758370413,-1045.309606439383,-828.4102918315589,-216.89931460782418,17724.332961843036,9168.787057688212
2018-01-25,11259.400390625,11785.7001953125,11057.400390625,11421.7001953125,8873169920.0,-0.008803281560753,-0.0088422593675526,13138.055029296875,12670.023826528239,37.45382763023105,-1037.2855319099344,-870.1853398472341,-167.10019206270033,17083.42464214832,9192.68541644543
2018-01-26,11171.400390625,11656.7001953125,10470.2998046875,11256.0,9746199552.0,-0.0078156915063853,-0.0078463941025562,12820.275048828125,12527.297785013645,32.58876183388223,-1026.1978891086874,-901.3878496995248,-124.81003940916253,16269.864856838709,9370.685240817542
2018-01-27,11440.7001953125,11614.900390625,10989.2001953125,11174.900390625,7583269888.0,0.0241061814339316,0.0238202140481624,12568.430078125,12423.812300280202,31.65428837440379,-984.3338211370974,-917.9770439870395,-66.35677715005795,15604.428753898721,9532.43140235128
2018-01-28,11786.2998046875,12040.2998046875,11475.2998046875,11475.2998046875,8350360064.0,0.0302079071625878,0.0297606334864112,12399.240087890625,12363.096824509468,37.129744464261584,-912.7476586321536,-916.9311669160624,4.183508283908736,15192.188206411405,9606.291969369844
2018-01-29,11296.400390625,11875.599609375,11179.2001953125,11755.5,7107359744.0,-0.0415651580377807,-0.0424536979806067,12234.290087890626,12261.506687949042,34.531168191004156,-885.3402462970007,-910.61298279225,25.27273649524932,14866.144404692066,9602.435771089185
2018-01-30,10106.2998046875,11307.2001953125,10036.2001953125,11306.7998046875,8637859840.0,-0.1053521958132058,-0.1113251530296689,11990.940087890625,12056.24888954318,40.13709060034266,-948.7146537867284,-918.2333169911458,-30.481336795582592,14450.8675752607,9531.012600520551
