Date,Close,High,Low,Open,Volume,simple_return,log_return,sma_20,ema_20,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower
2018-01-31,2823.81005859375,2839.260009765625,2813.0400390625,2832.409912109375,4276270000.0,0.0004889853730833,0.0004888658586947,2794.5035034179687,2801.842581621186,68.13860940609027,30.594911190893527,28.940056017951527,1.6548551729419998,2886.817131788855,2702.1898750470823
2018-02-01,2821.97998046875,2835.9599609375,2812.699951171875,2816.449951171875,3977380000.0,-0.0006480882520516,-0.0006482983520233,2799.949499511719,2803.760429130478,64.25797191185163,28.407881462813293,28.833621106923882,-0.42573964411058896,2884.5629525125833,2715.3360465108544
2018-02-02,2762.1298828125,2808.919921875,2759.969970703125,2808.919921875,4340220000.0,-0.021208547923968,-0.0214366805166988,2801.856494140625,2799.795615195432,44.80409127499829,21.596293327633248,27.38615555106576,-5.789862223432511,2880.790266278768,2722.922722002482
2018-02-05,2648.93994140625,2763.389892578125,2638.169921875,2741.06005859375,5310840000.0,-0.0409792248042282,-0.0418425409383814,2797.14599609375,2785.4284081678907,30.994716528428683,6.9840703365784975,23.305738508168307,-16.32166817158981,2898.8041427024077,2695.4878494850923
2018-02-06,2695.139892578125,2701.0400390625,2593.070068359375,2614.780029296875,5917350000.0,0.0174409205923138,0.017290573348937,2794.5174926757813,2776.8295019212464,34.889136008868846,-0.8583768744579174,18.472915431643063,-19.33129230610098,2903.9768743704635,2685.058110981099
2018-02-07,2681.659912109375,2727.669921875,2681.330078125,2690.949951171875,4646300000.0,-0.0050015884169394,-0.0050141382237526,2791.035986328125,2767.765731462973,34.03220813886645,-8.068288352128093,13.164674674888833,-21.232963027016925,2910.276782209139,2671.795190447111
2018-02-08,2581.0,2685.27001953125,2580.56005859375,2685.010009765625,5333840000.0,-0.037536419758088,-0.0382590522458017,2782.6744873046873,2749.97851894269,24.67864813028453,-21.65498362851895,6.200743014207277,-27.855726642726225,2933.7560012095087,2631.592973399866
2018-02-09,2619.550048828125,2638.669921875,2532.68994140625,2601.780029296875,5690110000.0,0.0149360902084947,0.0148256451995243,2775.2739868164062,2737.55675988416,27.230844245146983,-28.977832344490253,-0.8349720575322293,-28.142860286958022,2943.050468187755,2607.4975054450574
2018-02-12,2656.0,2672.610107421875,2622.449951171875,2636.75,4069220000.0,0.0139145847540425,0.0138186656781862,2768.7619873046874,2729.789449419002,31.64848069677545,-31.477186859309768,-6.963415017887738,-24.51377184142203,2944.6599299207755,2592.8640446885993
2018-02-13,2662.93994140625,2668.840087890625,2637.080078125,2646.27001953125,3503540000.0,0.002612929746329,0.0026095219802775,2763.08798828125,2723.4228296082633,32.68887604363643,-32.523042656355756,-12.075340545581343,-20.447702110774415,2945.158642968471,2581.017333594029
2018-02-14,2698.6298828125,2702.10009765625,2648.8701171875,2651.2099609375,4011940000.0,0.0134024582572458,0.013313439808897,2757.8914794921875,2721.0615965800953,36.9380205697035,-30.1247515286841,-15.685222742201894,-14.439528786482207,2941.14736307438,2574.635595909995
2018-02-15,2731.199951171875,2731.510009765625,2689.820068359375,2713.4599609375,3696140000.0,0.0120691127622993,0.0119968617767752,2754.5499755859373,2722.0271541602647,36.81476213306552,-25.304264405359845,-17.609031074833485,-7.69523333052636,2937.1602515158065,2571.939699656068
2018-02-16,2732.219970703125,2754.419921875,2725.110107421875,2727.139892578125,3646920000.0,0.0003734693722488,0.0003733996499216,2750.6459716796876,2722.997898592918,38.31107301209717,-21.15779271473093,-18.318783402812976,-2.8390093119179554,2931.5685603474585,2569.7233830119167
2018-02-20,2716.260009765625,2737.60009765625,2706.760009765625,2722.989990234375,3646920000.0,-0.0058413894593534,-0.0058585171068373,2744.8104736328123,2722.3561948950805,39.46246126617564,-18.94117738842897,-18.443262199936175,-0.4979151884927937,2922.0440468400757,2567.576900425549
2018-02-21,2701.330078125,2747.75,2701.2900390625,2720.530029296875,3789040000.0,-0.0054965031281792,-0.0055116644833109,2737.9204833984377,2720.3537075836443,38.162063897926416,-18.17965078344605,-18.39053991663815,0.21088913319210079,2910.3646571432564,2565.476309653619
2018-02-22,2703.9599609375,2731.260009765625,2697.77001953125,2710.419921875,3720620000.0,0.0009735510790762,0.0009730774855778,2731.2414794921874,2718.79239837925,38.61073650303597,-17.16604640095511,-18.14564121350154,0.9795948125464307,2897.6827423287896,2564.8002166555852
2018-02-23,2747.300048828125,2747.760009765625,2713.739990234375,2715.800048828125,3200360000.0,0.0160283763505131,0.015901278245121,2726.6439819335938,2721.507412707714,48.52177535891536,-12.71895850429928,-17.06030467166109,4.3413461673618094,2885.4269147631967,2567.861049103991
2018-02-26,2779.60009765625,2780.639892578125,2753.780029296875,2757.3701171875,3436590000.0,0.0117570153438109,0.0116884386206273,2721.9804809570314,2727.040049369479,65.52817089390624,-6.513185362461172,-14.950880809821108,8.437695447359935,2867.6147717313274,2576.3461901827354
